id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone,hour,day,month,weekday
1442,Bengaluru,2025-11-20 11:13:53.770941+05:30,25.2,69.0,3.0,30.25,29.85,11.85,97.0,11,20,11,Thursday
1443,Bhopal,2025-11-20 11:13:54.216739+05:30,20.3,56.0,2.5,92.15,86.75,11.35,64.0,11,20,11,Thursday
1444,Chennai,2025-11-20 11:13:53.774351+05:30,28.0,79.0,8.38888888888889,21.15,17.25,4.35,92.0,11,20,11,Thursday
1445,Dehradun,2025-11-20 11:13:54.362488+05:30,22.0,44.0,2.1944444444444446,26.45,26.25,30.05,8.0,11,20,11,Thursday
1446,Delhi,2025-11-20 11:13:53.736829+05:30,22.1,57.0,1.0,230.45,229.45,156.25,0.0,11,20,11,Thursday
1447,Hyderabad,2025-11-20 11:13:53.765059+05:30,25.3,41.0,3.0,82.15,79.55,21.25,119.0,11,20,11,Thursday
1448,Indore,2025-11-20 11:13:54.029237+05:30,23.1,53.0,3.1111111111111107,94.45,90.95,18.45,64.0,11,20,11,Thursday
1449,Jaipur,2025-11-20 11:13:54.008300+05:30,23.1,44.0,1.8888888888888888,107.05,105.15,24.95,87.0,11,20,11,Thursday
1450,Kolkata,2025-11-20 11:13:53.772319+05:30,28.2,45.0,3.194444444444444,76.25,75.15,24.85,73.0,11,20,11,Thursday
1451,Lucknow,2025-11-20 11:13:54.147984+05:30,24.4,54.0,1.0,126.15,123.35,37.85,36.0,11,20,11,Thursday
1452,Mumbai,2025-11-20 11:13:53.768426+05:30,29.2,35.0,2.388888888888889,54.85,53.55,31.45,67.0,11,20,11,Thursday
1453,Patna,2025-11-20 11:13:54.014428+05:30,24.2,69.0,1.611111111111111,134.05,131.75,30.95,48.0,11,20,11,Thursday
1454,Pune,2025-11-20 11:13:54.073180+05:30,24.9,30.0,3.1111111111111107,42.15,40.55,14.15,69.0,11,20,11,Thursday
1455,Surat,2025-11-20 11:13:54.215302+05:30,27.8,33.0,4.194444444444445,63.25,61.85,35.65,55.0,11,20,11,Thursday
1456,Ahmedabad,2025-11-20 12:21:51.040695+05:30,25.1,34.0,4.111111111111112,51.45,50.65,15.95,59.0,12,20,11,Thursday
1457,Bengaluru,2025-11-20 12:21:50.824611+05:30,27.2,62.0,3.305555555555556,30.35,29.85,15.85,103.0,12,20,11,Thursday
1458,Bhopal,2025-11-20 12:21:51.247641+05:30,24.4,39.0,2.1944444444444446,93.95,88.65,11.05,67.0,12,20,11,Thursday
1459,Chennai,2025-11-20 12:21:50.843780+05:30,28.1,79.0,8.305555555555555,19.35,16.15,5.95,91.0,12,20,11,Thursday
1460,Dehradun,2025-11-20 12:21:51.283026+05:30,22.5,43.0,2.388888888888889,29.35,29.15,30.05,10.0,12,20,11,Thursday
1461,Delhi,2025-11-20 12:21:50.826332+05:30,25.2,47.0,1.0,244.85,243.95,157.85,0.0,12,20,11,Thursday
1462,Hyderabad,2025-11-20 12:21:50.905031+05:30,26.3,39.0,3.0,88.65,86.25,26.45,120.0,12,20,11,Thursday
1463,Indore,2025-11-20 12:21:51.097620+05:30,26.2,48.0,2.888888888888889,99.15,95.65,20.15,64.0,12,20,11,Thursday
1464,Jaipur,2025-11-20 12:21:51.093723+05:30,25.2,36.0,1.611111111111111,109.35,107.45,31.95,79.0,12,20,11,Thursday
1465,Kolkata,2025-11-20 12:21:50.849334+05:30,29.1,43.0,3.305555555555556,73.95,72.75,22.95,98.0,12,20,11,Thursday
1466,Lucknow,2025-11-20 12:21:51.073778+05:30,26.2,45.0,1.0,135.85,133.05,37.55,44.0,12,20,11,Thursday
1467,Mumbai,2025-11-20 12:21:50.846530+05:30,31.1,33.0,1.805555555555556,54.45,53.35,34.05,66.0,12,20,11,Thursday
1468,Patna,2025-11-20 12:21:51.071306+05:30,26.4,58.0,1.5,138.25,136.85,29.05,68.0,12,20,11,Thursday
1469,Pune,2025-11-20 12:21:51.042844+05:30,26.1,27.0,3.0,46.65,44.95,17.55,67.0,12,20,11,Thursday
1470,Surat,2025-11-20 12:21:51.255098+05:30,29.2,30.0,3.8055555555555554,65.55,64.15,36.65,56.0,12,20,11,Thursday
1471,Ahmedabad,2025-11-20 13:11:15.677933+05:30,26.1,34.0,3.611111111111111,52.55,51.95,17.05,63.0,13,20,11,Thursday
1472,Bengaluru,2025-11-20 13:11:15.495130+05:30,27.2,62.0,3.611111111111111,30.75,30.35,17.45,112.0,13,20,11,Thursday
1473,Bhopal,2025-11-20 13:11:15.811621+05:30,24.1,41.0,2.1944444444444446,90.75,86.25,10.05,76.0,13,20,11,Thursday
1474,Chennai,2025-11-20 13:11:15.490195+05:30,28.1,84.0,8.194444444444445,18.55,15.25,6.65,91.0,13,20,11,Thursday
1475,Dehradun,2025-11-20 13:11:15.868948+05:30,22.6,43.0,2.388888888888889,31.15,30.85,27.65,24.0,13,20,11,Thursday
1476,Delhi,2025-11-20 13:11:15.478085+05:30,25.1,44.0,1.0,238.85,238.35,150.35,16.0,13,20,11,Thursday
1477,Hyderabad,2025-11-20 13:11:15.452646+05:30,27.3,37.0,3.0,61.65,59.95,27.95,124.0,13,20,11,Thursday
1478,Indore,2025-11-20 13:11:15.705413+05:30,26.2,45.0,2.805555555555556,92.55,89.75,19.75,71.0,13,20,11,Thursday
1479,Jaipur,2025-11-20 13:11:15.690866+05:30,25.1,36.0,1.1944444444444444,108.85,107.25,34.05,83.0,13,20,11,Thursday
1480,Kolkata,2025-11-20 13:11:15.486906+05:30,29.4,40.0,3.5,63.75,63.25,20.25,124.0,13,20,11,Thursday
1481,Lucknow,2025-11-20 13:11:15.699009+05:30,26.2,45.0,1.0,124.75,122.85,34.25,63.0,13,20,11,Thursday
1482,Mumbai,2025-11-20 13:11:15.505635+05:30,31.0,33.0,1.805555555555556,62.35,61.35,46.45,53.0,13,20,11,Thursday
1483,Patna,2025-11-20 13:11:15.700887+05:30,27.4,48.0,1.5,125.15,123.35,25.55,92.0,13,20,11,Thursday
1484,Pune,2025-11-20 13:11:15.631084+05:30,27.0,25.0,2.694444444444444,42.55,41.15,18.55,75.0,13,20,11,Thursday
1485,Surat,2025-11-20 13:11:15.859910+05:30,30.1,28.0,3.305555555555556,67.95,66.55,36.95,64.0,13,20,11,Thursday
1486,Ahmedabad,2025-11-20 14:21:03.457396+05:30,28.2,28.0,3.3888888888888884,53.85,53.15,14.25,85.0,14,20,11,Thursday
1487,Bengaluru,2025-11-20 14:21:03.215604+05:30,28.1,58.0,3.888888888888889,29.25,28.95,14.45,124.0,14,20,11,Thursday
1488,Bhopal,2025-11-20 14:21:03.606954+05:30,25.1,36.0,2.1944444444444446,88.35,82.15,7.65,98.0,14,20,11,Thursday
1489,Chennai,2025-11-20 14:21:03.244950+05:30,29.3,79.0,7.611111111111111,17.25,13.95,5.75,94.0,14,20,11,Thursday
1490,Dehradun,2025-11-20 14:21:03.673555+05:30,22.4,43.0,2.305555555555556,21.35,21.05,20.15,63.0,14,20,11,Thursday
1491,Delhi,2025-11-20 14:21:03.258634+05:30,26.3,39.0,1.0,197.35,196.85,126.15,74.0,14,20,11,Thursday
1492,Hyderabad,2025-11-20 14:21:03.268052+05:30,28.1,33.0,3.0,41.35,39.75,15.85,136.0,14,20,11,Thursday
1493,Indore,2025-11-20 14:21:03.486000+05:30,27.1,45.0,2.694444444444444,85.85,81.85,14.95,94.0,14,20,11,Thursday
1494,Jaipur,2025-11-20 14:21:03.479805+05:30,26.3,32.0,1.1111111111111112,91.45,89.75,26.35,112.0,14,20,11,Thursday
1495,Kolkata,2025-11-20 14:21:03.250418+05:30,29.0,40.0,3.611111111111111,44.85,44.75,15.35,153.0,14,20,11,Thursday
1496,Lucknow,2025-11-20 14:21:03.486846+05:30,26.2,45.0,1.0,96.75,94.45,25.05,101.0,14,20,11,Thursday
1497,Mumbai,2025-11-20 14:21:03.255594+05:30,32.4,28.0,1.8888888888888888,52.05,50.55,30.45,102.0,14,20,11,Thursday
1498,Patna,2025-11-20 14:21:03.488323+05:30,27.2,42.0,1.611111111111111,108.45,106.05,18.75,126.0,14,20,11,Thursday
1499,Pune,2025-11-20 14:21:03.416175+05:30,27.5,23.0,2.305555555555556,41.55,39.85,14.65,101.0,14,20,11,Thursday
1500,Surat,2025-11-20 14:21:03.646959+05:30,30.5,26.0,2.888888888888889,71.35,70.05,36.45,83.0,14,20,11,Thursday
1501,Ahmedabad,2025-11-20 15:13:15.314942+05:30,28.1,33.0,3.305555555555556,66.05,64.65,9.25,119.0,15,20,11,Thursday
1502,Bengaluru,2025-11-20 15:13:14.952549+05:30,28.1,55.0,4.111111111111112,34.35,33.55,9.85,131.0,15,20,11,Thursday
1503,Bhopal,2025-11-20 15:13:15.480528+05:30,25.2,34.0,2.111111111111111,100.95,91.85,4.35,123.0,15,20,11,Thursday
1504,Chennai,2025-11-20 15:13:15.078216+05:30,29.1,79.0,7.694444444444444,17.65,14.25,4.15,99.0,15,20,11,Thursday
1505,Dehradun,2025-11-20 15:13:15.578821+05:30,21.9,44.0,2.1944444444444446,19.25,18.85,10.05,124.0,15,20,11,Thursday
1506,Delhi,2025-11-20 15:13:15.102616+05:30,26.0,39.0,1.0,151.25,149.85,67.75,151.0,15,20,11,Thursday
1507,Hyderabad,2025-11-20 15:13:15.105717+05:30,28.1,33.0,3.194444444444444,33.05,32.15,11.35,150.0,15,20,11,Thursday
1508,Indore,2025-11-20 15:13:15.371750+05:30,27.3,42.0,2.5,96.55,90.45,7.35,128.0,15,20,11,Thursday
1509,Jaipur,2025-11-20 15:13:15.279256+05:30,26.4,32.0,1.0,89.75,87.65,13.25,169.0,15,20,11,Thursday
1510,Kolkata,2025-11-20 15:13:15.513150+05:30,29.4,40.0,3.305555555555556,31.45,31.25,9.85,192.0,15,20,11,Thursday
1511,Lucknow,2025-11-20 15:13:15.447534+05:30,26.1,45.0,1.0,98.65,93.25,14.95,147.0,15,20,11,Thursday
1512,Mumbai,2025-11-20 15:13:14.970303+05:30,32.2,30.0,3.5,59.05,57.35,28.15,143.0,15,20,11,Thursday
1513,Patna,2025-11-20 15:13:15.312761+05:30,28.3,37.0,1.6944444444444442,89.55,86.55,10.15,151.0,15,20,11,Thursday
1514,Pune,2025-11-20 15:13:15.176871+05:30,27.8,24.0,2.111111111111111,47.65,45.05,8.15,137.0,15,20,11,Thursday
1515,Surat,2025-11-20 15:13:15.653621+05:30,28.1,40.0,3.305555555555556,82.35,80.25,34.85,105.0,15,20,11,Thursday
1516,Ahmedabad,2025-11-20 16:16:48.194522+05:30,29.0,31.0,3.1111111111111107,72.55,70.45,5.75,145.0,16,20,11,Thursday
1517,Bengaluru,2025-11-20 16:16:47.835460+05:30,28.1,58.0,4.305555555555555,27.15,26.45,5.15,141.0,16,20,11,Thursday
1518,Bhopal,2025-11-20 16:16:48.257821+05:30,25.1,36.0,2.0,97.75,88.35,2.35,143.0,16,20,11,Thursday
1519,Chennai,2025-11-20 16:16:47.840717+05:30,29.1,79.0,7.388888888888889,14.15,10.85,3.05,97.0,16,20,11,Thursday
1520,Dehradun,2025-11-20 16:16:48.293278+05:30,17.5,56.0,1.611111111111111,20.05,19.75,2.95,165.0,16,20,11,Thursday
1521,Delhi,2025-11-20 16:16:47.831668+05:30,26.3,39.0,1.0,126.55,125.65,50.35,210.0,16,20,11,Thursday
1522,Hyderabad,2025-11-20 16:16:47.826497+05:30,28.0,33.0,3.1111111111111107,31.15,30.25,4.15,164.0,16,20,11,Thursday
1523,Indore,2025-11-20 16:16:48.092830+05:30,26.1,45.0,2.388888888888889,90.95,84.45,2.85,151.0,16,20,11,Thursday
1524,Jaipur,2025-11-20 16:16:48.201489+05:30,26.2,32.0,1.0,78.35,76.25,4.35,193.0,16,20,11,Thursday
1525,Kolkata,2025-11-20 16:16:47.837959+05:30,29.3,40.0,3.0,33.45,33.25,5.25,212.0,16,20,11,Thursday
1526,Lucknow,2025-11-20 16:16:48.089431+05:30,26.1,45.0,1.0,90.45,84.65,4.45,183.0,16,20,11,Thursday
1527,Mumbai,2025-11-20 16:16:47.849869+05:30,32.2,30.0,4.305555555555555,61.15,59.25,24.15,186.0,16,20,11,Thursday
1528,Patna,2025-11-20 16:16:48.224789+05:30,27.3,39.0,1.8888888888888888,60.45,58.75,3.65,176.0,16,20,11,Thursday
1529,Pune,2025-11-20 16:16:48.058912+05:30,27.5,26.0,2.111111111111111,47.15,44.75,3.55,161.0,16,20,11,Thursday
1530,Surat,2025-11-20 16:16:48.312286+05:30,29.3,32.0,3.8055555555555554,84.95,82.35,33.25,126.0,16,20,11,Thursday
1531,Ahmedabad,2025-11-20 17:10:27.397307+05:30,28.1,33.0,2.611111111111111,74.65,71.85,3.95,161.0,17,20,11,Thursday
1532,Bengaluru,2025-11-20 17:10:27.196023+05:30,26.0,54.0,4.194444444444445,21.55,20.95,3.15,140.0,17,20,11,Thursday
1533,Bhopal,2025-11-20 17:10:27.588900+05:30,24.4,36.0,1.805555555555556,92.15,83.55,1.45,151.0,17,20,11,Thursday
1534,Chennai,2025-11-20 17:10:27.176675+05:30,28.1,79.0,6.888888888888889,11.45,8.45,2.65,93.0,17,20,11,Thursday
1535,Dehradun,2025-11-20 17:10:27.620531+05:30,14.2,63.0,1.0,20.95,20.55,0.85,178.0,17,20,11,Thursday
1536,Delhi,2025-11-20 17:10:27.214719+05:30,25.2,41.0,1.0,98.65,97.45,35.05,244.0,17,20,11,Thursday
1537,Hyderabad,2025-11-20 17:10:27.193599+05:30,27.2,34.0,3.0,28.95,28.25,1.85,162.0,17,20,11,Thursday
1538,Indore,2025-11-20 17:10:27.431929+05:30,25.3,47.0,2.111111111111111,85.35,78.85,1.05,158.0,17,20,11,Thursday
1539,Jaipur,2025-11-20 17:10:27.450571+05:30,25.1,34.0,1.5,70.05,68.35,1.05,200.0,17,20,11,Thursday
1540,Kolkata,2025-11-20 17:10:27.201434+05:30,28.4,42.0,3.0,34.95,34.65,3.05,220.0,17,20,11,Thursday
1541,Lucknow,2025-11-20 17:10:27.412132+05:30,25.1,51.0,1.0,86.95,81.15,0.85,194.0,17,20,11,Thursday
1542,Mumbai,2025-11-20 17:10:27.209225+05:30,32.1,26.0,4.5,65.15,63.25,21.55,239.0,17,20,11,Thursday
1543,Patna,2025-11-20 17:10:27.426919+05:30,27.3,42.0,2.0,49.05,47.55,0.85,184.0,17,20,11,Thursday
1544,Pune,2025-11-20 17:10:27.367130+05:30,24.5,33.0,1.805555555555556,44.35,42.05,1.85,170.0,17,20,11,Thursday
1545,Surat,2025-11-20 17:10:27.570720+05:30,26.2,42.0,3.6944444444444446,82.85,80.25,30.85,142.0,17,20,11,Thursday
1546,Ahmedabad,2025-11-20 18:38:08.027053+05:30,27.4,34.0,2.5,72.75,69.75,3.25,171.0,18,20,11,Thursday
1547,Bengaluru,2025-11-20 18:38:07.796473+05:30,25.3,69.0,4.0,17.75,17.25,2.75,132.0,18,20,11,Thursday
1548,Bhopal,2025-11-20 18:38:08.218371+05:30,21.3,46.0,1.5,87.95,79.75,1.35,153.0,18,20,11,Thursday
1549,Chennai,2025-11-20 18:38:07.830997+05:30,27.1,84.0,6.499999999999999,8.75,6.25,2.45,89.0,18,20,11,Thursday
1550,Dehradun,2025-11-20 18:38:08.254303+05:30,13.5,65.0,1.805555555555556,21.55,21.05,0.85,176.0,18,20,11,Thursday
1551,Delhi,2025-11-20 18:38:07.823622+05:30,24.1,41.0,1.0,94.65,93.25,22.45,263.0,18,20,11,Thursday
1552,Hyderabad,2025-11-20 18:38:07.819003+05:30,23.3,50.0,2.805555555555556,28.05,27.45,2.15,170.0,18,20,11,Thursday
1553,Indore,2025-11-20 18:38:08.066891+05:30,22.0,57.0,1.8888888888888888,80.75,74.45,0.85,157.0,18,20,11,Thursday
1554,Jaipur,2025-11-20 18:38:08.093318+05:30,23.1,44.0,2.0,65.85,64.15,0.85,198.0,18,20,11,Thursday
1555,Kolkata,2025-11-20 18:38:07.821102+05:30,27.1,48.0,2.805555555555556,36.45,36.15,2.55,219.0,18,20,11,Thursday
1556,Lucknow,2025-11-20 18:38:08.080981+05:30,21.1,73.0,1.0,84.65,78.65,0.85,191.0,18,20,11,Thursday
1557,Mumbai,2025-11-20 18:38:07.802406+05:30,30.2,33.0,4.388888888888889,70.65,69.05,19.75,295.0,18,20,11,Thursday
1558,Patna,2025-11-20 18:38:08.074296+05:30,22.2,65.0,2.0,47.15,45.55,0.85,181.0,18,20,11,Thursday
1559,Pune,2025-11-20 18:38:08.033151+05:30,22.2,33.0,1.5,42.15,39.85,1.75,172.0,18,20,11,Thursday
1560,Surat,2025-11-20 18:38:08.222203+05:30,24.5,44.0,3.6944444444444446,79.35,76.75,28.15,154.0,18,20,11,Thursday
1561,Ahmedabad,2025-11-20 19:16:57.291912+05:30,26.4,39.0,2.611111111111111,70.95,67.95,4.45,173.0,19,20,11,Thursday
1562,Bengaluru,2025-11-20 19:16:57.102558+05:30,25.1,69.0,3.5,15.85,15.35,4.55,122.0,19,20,11,Thursday
1563,Bhopal,2025-11-20 19:16:57.486375+05:30,20.1,49.0,1.1111111111111112,84.65,76.95,2.35,150.0,19,20,11,Thursday
1564,Chennai,2025-11-20 19:16:57.092647+05:30,27.2,84.0,6.611111111111111,8.05,5.65,2.85,85.0,19,20,11,Thursday
1565,Dehradun,2025-11-20 19:16:57.544960+05:30,13.0,67.0,2.111111111111111,22.25,21.65,2.65,170.0,19,20,11,Thursday
1566,Delhi,2025-11-20 19:16:57.081900+05:30,23.2,44.0,1.1944444444444444,93.75,92.55,24.25,262.0,19,20,11,Thursday
1567,Hyderabad,2025-11-20 19:16:57.099061+05:30,22.3,53.0,2.888888888888889,26.85,26.25,3.75,166.0,19,20,11,Thursday
1568,Indore,2025-11-20 19:16:57.356417+05:30,22.0,57.0,1.8888888888888888,77.65,71.65,2.85,151.0,19,20,11,Thursday
1569,Jaipur,2025-11-20 19:16:57.328853+05:30,21.2,53.0,2.1944444444444446,62.35,60.95,3.35,191.0,19,20,11,Thursday
1570,Kolkata,2025-11-20 19:16:57.043547+05:30,27.1,48.0,2.5,37.65,37.45,4.85,211.0,19,20,11,Thursday
1571,Lucknow,2025-11-20 19:16:57.347509+05:30,21.4,73.0,1.0,83.55,77.65,3.25,182.0,19,20,11,Thursday
1572,Mumbai,2025-11-20 19:16:57.072143+05:30,30.0,35.0,4.194444444444445,73.05,71.35,19.85,331.0,19,20,11,Thursday
1573,Patna,2025-11-20 19:16:57.336610+05:30,21.1,73.0,2.0,47.05,45.45,3.45,171.0,19,20,11,Thursday
1574,Pune,2025-11-20 19:16:57.258551+05:30,21.6,33.0,1.611111111111111,39.75,37.45,3.25,169.0,19,20,11,Thursday
1575,Surat,2025-11-20 19:16:57.505339+05:30,23.7,42.0,3.6944444444444446,76.55,73.95,27.65,159.0,19,20,11,Thursday
1576,Ahmedabad,2025-11-20 20:13:30.439691+05:30,25.1,44.0,2.694444444444444,68.35,65.35,8.55,164.0,20,20,11,Thursday
1577,Bengaluru,2025-11-20 20:13:30.171322+05:30,23.2,78.0,3.5,14.95,14.45,9.75,109.0,20,20,11,Thursday
1578,Bhopal,2025-11-20 20:13:30.518373+05:30,18.3,56.0,1.3055555555555556,83.25,76.05,5.15,141.0,20,20,11,Thursday
1579,Chennai,2025-11-20 20:13:30.102371+05:30,27.4,84.0,6.194444444444445,8.05,5.65,3.95,82.0,20,20,11,Thursday
1580,Dehradun,2025-11-20 20:13:30.552469+05:30,12.7,67.0,2.1944444444444446,23.05,22.55,6.05,161.0,20,20,11,Thursday
1581,Delhi,2025-11-20 20:13:30.081186+05:30,21.1,53.0,1.3055555555555556,95.15,93.75,51.75,229.0,20,20,11,Thursday
1582,Hyderabad,2025-11-20 20:13:30.078485+05:30,21.0,60.0,2.888888888888889,26.35,25.85,6.85,155.0,20,20,11,Thursday
1583,Indore,2025-11-20 20:13:30.393237+05:30,21.0,60.0,1.611111111111111,76.55,70.65,8.15,140.0,20,20,11,Thursday
1584,Jaipur,2025-11-20 20:13:30.345993+05:30,19.0,60.0,2.111111111111111,60.65,59.15,9.95,180.0,20,20,11,Thursday
1585,Kolkata,2025-11-20 20:13:30.099073+05:30,26.1,51.0,2.111111111111111,39.25,38.85,11.45,192.0,20,20,11,Thursday
1586,Lucknow,2025-11-20 20:13:30.338384+05:30,19.2,88.0,1.0,83.05,77.25,10.45,166.0,20,20,11,Thursday
1587,Mumbai,2025-11-20 20:13:30.107330+05:30,29.3,43.0,1.611111111111111,74.15,72.35,41.05,305.0,20,20,11,Thursday
1588,Patna,2025-11-20 20:13:30.471431+05:30,20.1,78.0,2.0,47.45,45.75,12.95,153.0,20,20,11,Thursday
1589,Pune,2025-11-20 20:13:30.301382+05:30,21.2,34.0,2.0,38.65,36.35,6.65,162.0,20,20,11,Thursday
1590,Surat,2025-11-20 20:13:30.543697+05:30,23.1,41.0,3.611111111111111,74.85,72.35,31.15,152.0,20,20,11,Thursday
1591,Ahmedabad,2025-11-20 21:15:00.291155+05:30,23.1,53.0,2.888888888888889,66.75,63.95,14.55,148.0,21,20,11,Thursday
1592,Bengaluru,2025-11-20 21:14:59.228313+05:30,22.3,83.0,3.5,13.95,13.35,17.05,92.0,21,20,11,Thursday
1593,Bhopal,2025-11-20 21:14:59.648455+05:30,18.1,60.0,1.5,82.85,76.75,8.95,127.0,21,20,11,Thursday
1594,Chennai,2025-11-20 21:14:59.226592+05:30,27.1,84.0,5.694444444444445,8.95,6.35,5.55,79.0,21,20,11,Thursday
1595,Dehradun,2025-11-20 21:14:59.672041+05:30,12.5,68.0,2.111111111111111,24.55,23.95,10.95,148.0,21,20,11,Thursday
1596,Delhi,2025-11-20 21:14:59.219133+05:30,18.4,64.0,1.3055555555555556,110.25,109.35,93.55,176.0,21,20,11,Thursday
1597,Hyderabad,2025-11-20 21:14:59.267104+05:30,20.2,64.0,2.611111111111111,26.45,26.05,11.25,139.0,21,20,11,Thursday
1598,Indore,2025-11-20 21:15:00.323039+05:30,19.1,64.0,1.611111111111111,76.75,71.35,15.55,124.0,21,20,11,Thursday
1599,Jaipur,2025-11-20 21:14:59.457475+05:30,19.1,60.0,1.6944444444444442,60.45,59.15,19.35,165.0,21,20,11,Thursday
1600,Kolkata,2025-11-20 21:14:59.223204+05:30,23.3,65.0,1.805555555555556,47.95,47.75,20.85,164.0,21,20,11,Thursday
1601,Lucknow,2025-11-20 21:14:59.428567+05:30,18.1,94.0,1.0,88.85,84.25,20.75,143.0,21,20,11,Thursday
1602,Mumbai,2025-11-20 21:14:59.324839+05:30,28.1,51.0,3.3888888888888884,69.75,67.65,29.45,320.0,21,20,11,Thursday
1603,Patna,2025-11-20 21:14:59.495552+05:30,20.1,78.0,1.8888888888888888,55.05,53.55,26.15,128.0,21,20,11,Thursday
1604,Pune,2025-11-20 21:14:59.451508+05:30,20.0,37.0,2.388888888888889,38.95,36.55,11.55,150.0,21,20,11,Thursday
1605,Surat,2025-11-20 21:14:59.642205+05:30,22.6,42.0,3.611111111111111,74.45,72.05,36.65,137.0,21,20,11,Thursday
1606,Ahmedabad,2025-11-20 22:21:26.106194+05:30,21.4,60.0,2.611111111111111,71.15,68.85,20.25,130.0,22,20,11,Thursday
1607,Bengaluru,2025-11-20 22:21:25.857753+05:30,21.2,83.0,3.194444444444444,16.65,16.25,23.45,78.0,22,20,11,Thursday
1608,Bhopal,2025-11-20 22:21:26.227156+05:30,18.1,56.0,1.611111111111111,83.95,78.35,12.05,114.0,22,20,11,Thursday
1609,Chennai,2025-11-20 22:21:25.862928+05:30,26.3,89.0,5.0,9.95,7.25,6.75,77.0,22,20,11,Thursday
1610,Dehradun,2025-11-20 22:21:26.310260+05:30,12.3,68.0,2.111111111111111,29.65,29.15,16.25,135.0,22,20,11,Thursday
1611,Delhi,2025-11-20 22:21:25.866614+05:30,16.1,77.0,1.3055555555555556,152.65,151.75,127.55,129.0,22,20,11,Thursday
1612,Hyderabad,2025-11-20 22:21:25.870742+05:30,18.3,77.0,2.305555555555556,29.75,29.45,15.75,123.0,22,20,11,Thursday
1613,Indore,2025-11-20 22:21:26.109839+05:30,17.3,72.0,1.6944444444444442,81.65,76.75,21.85,109.0,22,20,11,Thursday
1614,Jaipur,2025-11-20 22:21:26.123141+05:30,18.3,64.0,1.3055555555555556,70.05,68.65,27.75,148.0,22,20,11,Thursday
1615,Kolkata,2025-11-20 22:21:25.858667+05:30,23.2,65.0,1.611111111111111,60.95,60.65,28.85,139.0,22,20,11,Thursday
1616,Lucknow,2025-11-20 22:21:26.100727+05:30,17.3,100.0,1.0,105.65,100.75,30.45,120.0,22,20,11,Thursday
1617,Mumbai,2025-11-20 22:21:25.830492+05:30,27.1,51.0,1.3055555555555556,64.65,62.55,40.65,199.0,22,20,11,Thursday
1618,Patna,2025-11-20 22:21:26.098292+05:30,20.0,78.0,1.6944444444444442,70.95,69.55,36.65,106.0,22,20,11,Thursday
1619,Pune,2025-11-20 22:21:26.027022+05:30,19.1,40.0,2.0,43.55,41.55,16.95,136.0,22,20,11,Thursday
1620,Surat,2025-11-20 22:21:26.354570+05:30,22.1,43.0,3.5,76.95,75.55,40.65,123.0,22,20,11,Thursday
1621,Ahmedabad,2025-11-20 23:12:39.070172+05:30,21.1,60.0,2.5,74.45,72.05,25.25,111.0,23,20,11,Thursday
1622,Bengaluru,2025-11-20 23:12:38.808353+05:30,21.3,83.0,3.0,20.55,20.15,28.45,66.0,23,20,11,Thursday
1623,Bhopal,2025-11-20 23:12:39.252163+05:30,18.3,56.0,1.611111111111111,84.45,79.35,13.75,103.0,23,20,11,Thursday
1624,Chennai,2025-11-20 23:12:39.016883+05:30,26.1,89.0,4.305555555555555,10.05,7.55,7.25,75.0,23,20,11,Thursday
1625,Dehradun,2025-11-20 23:12:39.548559+05:30,12.1,69.0,2.111111111111111,38.15,37.55,21.85,125.0,23,20,11,Thursday
1626,Delhi,2025-11-20 23:12:38.773630+05:30,16.1,77.0,1.1944444444444444,189.95,188.95,146.05,96.0,23,20,11,Thursday
1627,Hyderabad,2025-11-20 23:12:38.769035+05:30,18.3,77.0,2.0,34.65,34.35,20.35,108.0,23,20,11,Thursday
1628,Indore,2025-11-20 23:12:39.278214+05:30,17.3,72.0,1.6944444444444442,88.35,83.55,26.35,94.0,23,20,11,Thursday
1629,Jaipur,2025-11-20 23:12:39.022442+05:30,17.3,68.0,1.1111111111111112,83.75,82.35,34.35,129.0,23,20,11,Thursday
1630,Kolkata,2025-11-20 23:12:38.771133+05:30,23.2,61.0,1.611111111111111,70.65,70.45,34.15,119.0,23,20,11,Thursday
1631,Lucknow,2025-11-20 23:12:39.044113+05:30,18.4,94.0,1.0,121.95,117.05,38.75,97.0,23,20,11,Thursday
1632,Mumbai,2025-11-20 23:12:38.813471+05:30,28.3,48.0,2.111111111111111,65.35,63.05,32.05,249.0,23,20,11,Thursday
1633,Patna,2025-11-20 23:12:39.066096+05:30,19.3,83.0,1.611111111111111,85.15,83.75,42.25,88.0,23,20,11,Thursday
1634,Pune,2025-11-20 23:12:39.010280+05:30,18.5,42.0,1.611111111111111,50.95,48.65,23.75,118.0,23,20,11,Thursday
1635,Surat,2025-11-20 23:12:39.248385+05:30,21.8,42.0,3.3888888888888884,80.05,78.65,41.55,111.0,23,20,11,Thursday
1636,Ahmedabad,2025-11-21 00:21:54.690323+05:30,20.1,60.0,2.805555555555556,72.05,70.45,32.95,74.0,0,21,11,Friday
1637,Bengaluru,2025-11-21 00:21:54.495675+05:30,20.1,83.0,2.694444444444444,23.45,23.15,34.05,51.0,0,21,11,Friday
1638,Bhopal,2025-11-21 00:21:54.872617+05:30,18.0,60.0,1.5,82.15,78.15,14.95,84.0,0,21,11,Friday
